고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
1993,zh-TW,國立首爾顯忠院,https://tchinese.visitseoul.net/attractions/國立首爾顯忠院/TCP001965?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001965,156-080 首爾市銅雀區銅雀洞41-2 ,06984 首爾市銅雀區顯忠路210 ,1522-1555,,https://www.mpva.go.kr/snmb/zh/index.do,06:00~18:00 ,週一~週日 ※ 冬季（11月~2月）的週六、國定假日展覽館閉館。,,"地鐵4號線  銅雀站  4號出口,  62m","國立首爾顯忠院,古蹟探訪,歷史,銅雀站,顯忠日,戰爭紀念館,漢江,歷史,顯忠院",
46906,zh-CN,?元全州豆芽??,https://chinese.visitseoul.net/attractions/SeongwonJeonjuKongnamulGukbap/CNPwmqzyh?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPwmqzyh, 首?特?市 中? 明洞2街 4-1 ,04537 首?特?市 中? 明洞10街 19-10（明洞2街） ,-4981,,,11:00~22:00,,,"地?4??  明洞站  8?出口,  269m","明洞,豆芽??,首?老店",
49321,ja,地下?3?線「トンデイック(新羅免?店)」? ,https://japanese.visitseoul.net/attractions/LuggageStorage17/JPPw9vnct?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPw9vnct, ソウル市チュン(中)?トンホロ256 ,04617 ソウル市チュン(中)?トンホロ256 ,,,,,,,,地下?3?線「トンデイック(新羅免?店)」?,
49316,ja,地下?4?線「ミョンドン(ウリ金融タウン)」?  物品保管箱,https://japanese.visitseoul.net/attractions/LuggageStorage15/JPPsk1gs6?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPsk1gs6, ソウル市チュン(中)?チュン(中)?トェゲロ126 ,04629 ソウル市チュン(中)?チュン(中)?トェゲロ126 ,,,,,,,,地下?4?線「ミョンドン(ウリ金融タウン)」?,
50365,ja,地域?光アンテナショップ(Seoul Regional Tourism Center),https://japanese.visitseoul.net/attractions/Seoul-Regional-Tourism-Center/JPPh83fpt?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPh83fpt, ソウル市チュン(中)?セジョンデロ119(テピョンノ1ガ) ,04519 ソウル市チュン(中)?セジョンデロ119(テピョンノ1ガ) ,-1273,,https://www.instagram.com/antennashop_seoul,10:00-18:00,火曜日-日曜日,月曜日,地下?1?線/2?線「シチョン」?3番出口 80m,"地域?光アンテナショップ,アンテナショップ,地域旅行,ロ?カル旅行,seoul regional tourism center","バリアフリ?トイレ,アクセシビリティ,エレベ?タ?"
44025,zh-CN,多?,https://chinese.visitseoul.net/attractions/2023--028/CNPyubahz?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPyubahz, 首?特?市麻浦?道化洞 340 , 首?特?市麻浦?桃花2街8，Air Mall大厦 ,-1145,,,09:30~22:00,每日,每?月的第一和第三?星期天,"地?5??  麻浦站  3?出口,  297m","老店,功德,麻浦炒年?巷,炒?,?食炒年?,面食",
2034,zh-TW,大韓聖公會首爾主?座聖堂(首爾聖公會?堂),https://tchinese.visitseoul.net/attractions/大韓聖公會首爾主?座聖堂/TCP002030?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP002030,100-120 首爾市中區貞洞 3,04519 首爾市中區世宗大路21街15 ,-7261,,http://www.cathedral.or.kr,平日 11:00~16:00 ,週一~週六,週日僅開放作禮拜,"地鐵1/2號線 市廳站 3號出口,  195m","德壽宮石牆路,光化門,市廳站,天主?,歷史,宗?聖地,大韓聖公會首爾主?座聖堂,?堂",
6670,zh-CN,大?民??史博物?,https://chinese.visitseoul.net/attractions/大?民??史博物?/CNP006667?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006667, 首?市?路?世宗路82-1 , 首?市?路?世宗大路198 ,-12823,,http://www.much.go.kr/zh/mainzh.do,10:00 ~ 18:00 (周三 / 周六 10:00 ~ 21:00)  *??30分?前截止入?,周一至周日 ,1月1日，元旦，中秋,"地?5??  光化?站  2?出口,  217m","大?民??史博物?,展望台,?史,夜景,?史,展?,文化,博物?,??,光??","?疾人洗手?,?疾人?用停??,无障碍坡道,?梯,?疾人指南(?椅租借及其他)"
2059,zh-CN,天空水光,https://chinese.visitseoul.net/attractions/天空水色（??天然染色?究所）/CNP002052?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002052, 首?特?市?路?崇仁洞72-35 ,03113 首?特?市?路??路63ra街8，6?屋? ,-11728,,,周一至周五10:00-17:00，周六10:00-14:00,周一至周六,周日,"地? 1/6??  ??站  2?出口,  247m","?面染色,染色,??,天光,工作坊,??文化??,老店,天然染色",
50930,zh-CN,太祖大林脊骨土豆?,https://chinese.visitseoul.net/attractions/TaejoDaerim/CNPlh5poa?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPlh5poa, 首?特?市恩平??岩路172 ,03478 首?特?市恩平??岩路172 ,-6761,,,00:00~24:00(24小???) ,每天 ,,地?6???折站2?出口，774m,"老字?美食店,脊骨土豆?,?岩洞脊骨土豆?一?街,?腔骨,土豆?,大林市?,?岩洞,24小?",
50931,zh-TW,太祖大林馬鈴薯脊骨湯,https://tchinese.visitseoul.net/attractions/TaejoDaerim/TCPlh5poa?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPlh5poa, 首爾特別市恩平區鷹岩路172 ,03478 首爾特別市恩平區鷹岩路172 ,-6761,,,00:00至24:00(24小時營業) ,每天 ,,地鐵6號線賽折站2號出口，774m,"馬鈴薯脊骨湯,脊骨馬鈴薯湯,鷹岩洞馬鈴薯脊骨湯一條街,燉脊骨,24小時,鷹岩洞,大林市場,開業悠久的店",
787,zh-TW,奉恩寺,https://tchinese.visitseoul.net/attractions/奉恩寺-TC/TCP000411?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000411,135-870 首爾市江南區三成洞73號 ,06087 首爾市江南區奉恩寺路531  ,-7938,,http://www.bongeunsa.org/,隨著法會、參佛等寺廟活動會有所變動,,,"地鐵9號線  奉恩寺站  1號出口,  135m","宗?聖地,佛?,COEX,奉恩寺,寺廟寄宿,三成站,江南","無障쑮停車場,殘疾人士服務台(租借輪椅等),無障쑮?所"
783,zh-CN,奉恩寺,https://chinese.visitseoul.net/attractions/奉恩寺??/CNP000411?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP000411,135-870 首?市江南?三成洞73? ,06087 首?市江南?奉恩寺路531  ,-7938,,http://www.bongeunsa.org/,受法?、?告、?佛等寺院活?日程安排的影?，?放??可能?有?化。 ,,,地?9??  奉恩寺站  1?出口，135m,"奉恩寺,奉恩寺站,江南,宗?,寺?,COEX,?花싲?,佛?","?疾人?用停??,?疾人指南(?椅租借及其他),?疾人洗手?"
6999,zh-CN,?基??念?,https://chinese.visitseoul.net/attractions/?基??念?/CNP006995?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006995, 首?市中??基?路101 ?基??育公??, 首?市中??基?路101 ,-2220,,http://www.sonkeechung.com./sonkeechungEn/main/main.do,10:00 ~ 18:00 (KST) ,,"1月1日,中秋,春?,每周一（若周一?公休日??延至次日）","地?2/5??  忠正路站  5?出口,  753m","公?,?拉松,?基??念?,?念?,大?民?,?念?,?步,万里洞,?史,?林匹克",
46909,zh-CN,?家?一只,https://chinese.visitseoul.net/attractions/SonganeDakhanmari/CNPmpzvsl?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPmpzvsl, 首?特?市 ?路? 崇仁洞 201-13 ,03115 首?特?市 ?路? ?路66街 10（崇仁洞，柳林大厦） ,-11219,,,周一至周五 12:00~22:00 周六 12:00~21:00 （15:00~17:00 休息??）,,星期日,"地? 1/2/牛耳新??  新?洞站  11?出口,  392m","首?老店,新設洞,슲一隻",
44001,zh-TW,學士撞球場,https://tchinese.visitseoul.net/attractions/2023023/TCPoflaca?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPoflaca, 首爾特別市東大門區祭坑 137-46 , 首爾特別市東大門區安岩路154，2樓 ,-18625,,,11:00 ? 24:00,每天,無,"地鐵6號線  高?大站(?岩)  6號出口,  150m"," ?球廳, 回憶, 大學街前, 祭基洞, 東大門 , 安巖 , 高麗大學 ,老店",
46904,zh-TW,三?洞手?麵,https://tchinese.visitseoul.net/attractions/Samcheong-dongSujebi/TCPqgbap0?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPqgbap0, 首爾特別市 鍾路區 三?洞 99 ,03049 首爾特別市 鍾路區 三?路 101-1（三?洞） ,-3620,,,11:00~20:00,,,"地鐵3號線  安國站  1號出口,  1.2km","首爾老店,手?麵,鍾路",
19669,ja,孝子(ヒョジャ)ベ?カリ?,https://japanese.visitseoul.net/attractions/hyoja-bakery-jp/JPP019657?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP019657, ソウル鍾路?統仁洞43-1 ,03036 ソウル市チョンノ(鍾路)? ピルンデロ 54 ,-8285,,,火曜日?日曜日 08:00-20:20 *パンが?り切れた場合、早く閉店,火?日曜日,月曜日,"地下?3?線 「キョンボックン(政府ソウル??)」?2番出口,  697m"," ド?ナツ, パン, コロッケ, ベ?グル,パン屋,オレガゲ(老?), ?酵パン",
19853,zh-CN,孝子西?店,https://chinese.visitseoul.net/attractions/孝子面包店/CNP019657?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP019657, 首?特?市?路?通仁洞43-1 ,03036 首?特?市?路?弼云大路54 ,-8285,,,周二-周日 08:00 ~ 20:20 *面包?完???提早?束??,星期二至星期日,周一,"地?3?? 景福?站 2?出口,  697m","???,老店, ??圈, 面包圈, ?面面包, 面包店,面包",
19672,zh-TW,孝子麵包店,https://tchinese.visitseoul.net/attractions/孝子麵包店/TCP019657?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP019657, 首爾特別市鐘路區通仁洞43-1 ,03036 首爾特別市鐘路區弼雲大路54 ,-8285,,,週二?週日 08:00~20:20 *麵包??時將會提早結束營業,週二~週日,星期一,"地鐵3號線 景福宮站 2號出口,  697m"," 發酵?包 , 百吉? , 可樂? , ??圈,老店, ?包店 , ?包 ",
1874,zh-CN,?古??廊,https://chinese.visitseoul.net/attractions/?廊“?古?”/CNP001871?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001871,110-200 首??路?昭格洞 70?,110-200 首?特?市?路?昭格洞70?（三?路50?） ,-2164,,http://www.hakgojae.com/cn/,10:00 ~ 18:00,,星期一 星期日,3?? 安?站2?出口751米 ,"古迹探?,?廊“?古?”,安?,美??,文化,北村?廊,北村",
43999,ja,?士(ハクサ)ビリヤ?ド場,https://japanese.visitseoul.net/attractions/2023023/JPPoflaca?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPoflaca, ソウル市東大門?ジェギドン137-46 , ソウル市トンデムン(東大門)? アナムロ 154、2階 ,-18625,,,11:00~24:00,?日,なし,"地下?6?線  「コリョデ(チョンアム)」?6番出口,  150m","思い出,大?通り,高麗大?,安岩,東大門,ジェギドン(제기동),オレガゲ(老?),ビリヤ?ド場",
44000,zh-CN,?士台球?,https://chinese.visitseoul.net/attractions/2023023/CNPoflaca?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPoflaca,  首?特?市?大??祭基洞 137-46 , ?大??安岩路154，2? ,-18625,,,11:00 ? 24:00,每日,无,"地?6??  高?大站(?岩站  6?出口,  150m","大?路,高?大?,阿南,?大?,台球?,??,老店",
25421,ja,?林(ハクリム)茶房,https://japanese.visitseoul.net/attractions/hakrim-teahouse-jp/JPP025377?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP025377, ソウル鍾路?明輪4街94-2 ,03079 ソウル市チョンノ(鍾路)? テハンロ 119、2階  ,-3539,,,10:00~23:00 (ラストオ?ダ? 22:00),?日,なし,地下?4?線「ヘファ(?化)」?3番出口、100m ," 感性, 大?路,オレガゲ(老?), ソウル未?遺産, コ?ヒ?, カフェ,大?路",
25393,zh-CN,?林茶?,https://chinese.visitseoul.net/attractions/?林茶?/CNP025377?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP025377, 首?特?市?路?明?4街94-2 ,03079 首?特?市?路?大?路119，2? ,-3539,,,10:00~23:00 (最后点餐22:00),每日,无,地?4??惠化站3?出口，100m," ???,老店, 首?未???, 大?路, 仙人掌,??",
48427,zh-TW,孫基禎文化圖書館,https://tchinese.visitseoul.net/attractions/junggulibrary/TCPa2rvwq?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPa2rvwq, 首爾特別市中區孫基禎路101-3 孫基禎公園 ,04501 首爾特別市中區孫基禎路101-3 孫基禎公園 ,-4757,,https://www.junggulib.or.kr/index.do,9:00 ~22:00,週二 ~ 週日,週一,"地鐵1/4號線/京義中央線/機場鐵路  首爾站  15號出口,  720m","首爾圖書館,首爾站玩點,孫基禎公園",
6995,zh-TW,孫基禎紀念館,https://tchinese.visitseoul.net/attractions/孫基禎紀念館/TCP006995?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP006995, 首爾市中區萬里洞2街6-1 孫基禎體育公園內, 首爾市中區孫基禎路101 ,-2220,,http://www.sonkeechung.com./sonkeechungEn/main/main.do,10:00 ~ 18:00 (KST) ,,每週一、元旦、中秋節、春節,"地鐵2/5號線  忠正路站  5號出口,  753m","賽?,金九,李鳳柱,公園,紀念館,黃永祚,崔承喜,大韓民國, 博物館,柏林奧運,紀念館,日據時期,歷史,馬拉松,李承?,萬里洞,孫基禎紀念館",
46910,zh-TW,孫家슲一隻,https://tchinese.visitseoul.net/attractions/SonganeDakhanmari/TCPmpzvsl?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPmpzvsl, 首爾特別市 鍾路區 崇仁洞 201-13 ,03115 首爾特別市 鍾路區 鍾路66街 10（崇仁洞，柳林大廈） ,-11219,,,週一至週五 12:00~22:00 週六 12:00~21:00 （15:00~17:00 休息時間）,,星期日,"地鐵 1/2/牛耳新設線  新設洞站  11號出口,  392m","슲一隻,新設洞,首爾老店",
49232,zh-CN,安?站  物品保管箱,https://chinese.visitseoul.net/attractions/LuggageStorage6/CNPkgiz46?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPkgiz46, 서울 종로구 안국동 73-1 ,03147 首?市?路?栗谷路62 ,,,,,,,,安?站  物品保管箱,
43992,zh-CN,合德超市,https://chinese.visitseoul.net/attractions/2023066/CNPxc7u7g?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPxc7u7g, 首?特?市?山??南洞 685-1 ,04400 首?特?市?山?梨泰院路42街20 ,-9433,,,,,,"地?6??  梨泰院站  3?出口,  528m","充?感情,胡同路,梨泰院,??,回?,超市,超市,老店",
3255,zh-CN,吉祥寺,https://chinese.visitseoul.net/attractions/吉祥寺（길상사）/CNP003255?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP003255,136-022  首?市城北?城北洞321-3?,02839 首?市城北?先쒧路5街68 ,-9537,,,因大?法?和年中?告等活?安排，?放??可能有所??。,全年无休,,地?4?? ?城大?站 6?出口，?乘城北02路公交?，在吉祥寺下?,"宗??地,吉祥寺（길상사）,佛?",?疾人洗手?
43952,ja,名家(ミョンガ)?屋,https://japanese.visitseoul.net/attractions/2023053/JPPi5js4s?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPi5js4s, ソウル松坡?쒧室洞210 ,05564 ソウル市 ソンパ(松坡)? ソクチョンホスロ12ギル 7 ,-10005,,https://smartstore.naver.com/mgchal, 07:00 ~ 22:00 ,?日,なし,"地下?2?線 「 チャムシルセネ」?  3番出口,  360m"," 쒧室新村市場,쒧室,大王もち米?,オレガゲ(老?), ヨモギの漬物",
32821,zh-CN,安?仁寺洞,https://chinese.visitseoul.net/attractions/安?仁寺洞/CNP032734?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP032734, 首?市?路???洞155-2 安?仁寺洞,03145 首?市?路?仁寺洞街49 (??洞) 安?仁寺洞,-9784,,https://www.instagram.com/anyounginsadong/,10:00 KST -  22:00 KST,周一、周日,,"地?3??  安?站  6?出口,  229m","仁寺洞,?路?,?合文化空?,安?仁寺洞,安?站,anyounginsadong,??站",
32747,zh-TW,安寧仁寺洞,https://tchinese.visitseoul.net/attractions/安寧仁寺洞/TCP032734?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP032734, 首爾市鍾路區寬勳洞155-2 ,03145 首爾市鍾路區仁寺洞街49 (寬勳洞) ,-9784,,https://www.instagram.com/anyounginsadong/,10:00 KST - 22:00 KST,週一~週日,全年無休,"地鐵3號線  安國站  6號出口,  229m","鍾路區,anyounginsadong,鐘閣站,複合文化空間,安寧仁寺洞,仁寺洞,安國站",
4283,zh-CN,安重根烈士?念?,https://chinese.visitseoul.net/attractions/安重根烈士?念?/CNP004281?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP004281,100-095 首?市中?南大?路5街 471-2?,04636 首?市中?素月路91 ,-4725,,http://thomasahn.org/cn/kwa-803589,3月至10月 10:00 ~ 18:00 11月至2月 10:00 ~ 17:00 (KST),星期二 星期三 星期四 星期五 星期六 星期天,每周一，1月1日，春?，中秋??天,"地?4??  ??站  3?出口,   689m","明洞,展?,安重根,安重根烈士?念?,?念?,?立??家,?史,首?站,??站,?迹",
4282,zh-TW,安重根義士紀念館,https://tchinese.visitseoul.net/attractions/安重根義士紀念館/TCP004281?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP004281,100-095 首爾市中區南大門路5街 471-2號,100-095 首爾市中區素月路91 ,-4725,,http://thomasahn.org/cn/kwa-803589,3月~10月 10:00 ~ 18:00 11月~2月 10:00 ~ 17:00 (KST) *最後入場時間?閉館前1小時,週二~週日,週一(若週一?國定假日，則次日閉館)、元旦、春節、中秋節當天,"地鐵4號線  會賢站  3號出口,   689m","博物館,會賢站,歷史,展覽,韓國獨立運動家,紀念館,明洞,安重根義士紀念館",
839,zh-TW,宗廟,https://tchinese.visitseoul.net/attractions/宗廟/TCP000507?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000507,110-400 首爾特別市鍾路區鍾路 157 ,03135 首爾市鍾路區鍾路157 ,-880,,https://royal.khs.go.kr/CHN/contents/H105010000.do,週一、週三至週五：定時導覽 導覽期間需?隨導覽員一起參觀行動，團進團出方式進退場。  韓文導覽時間：9:20／10:20／11:20／12:20／13:20／14:20／15:20／16:20／16:40（3月到9月）（每次導覽約1小時） 英文導覽時間：10:00／12:00／14:00／16:00 日文導覽時間：09:30／11:40／13:40／15:40 中文導覽時間：11:00／15:00  週六、週日、公休日、每月最後一個週三：自由參觀形式 開放時間： 2月~ 5月、9月~ 10月：09:00~18:00（17:00停止入場） 6月~ 8月：09:00~18:30（17:30停止入場） 11月~ 1月：09:30~17:30（16:30停止入場） 更多詳情請參考官網。  2至5月、9~10月：09:00~18:00 (17:00截止入場) 6至8月：09:00~18:30 (17:30截止入場) 11至1月：09:00~17:30 (16:30截止入場) (※ 請參考官網),,週二,"地鐵1/3/5號線 鍾路3街站 8號出口,  220m","傳統,昌德宮,古蹟探訪,昌慶宮,光化門,宗廟社稷,世界文化遺?,宗廟","無障쑮?所,無障쑮坡道,殘疾人士服務台(租借輪椅等)"
47491,zh-TW,宗廟石墻路,https://tchinese.visitseoul.net/attractions/2024-jongmyostonewall/TCP0wav1s?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP0wav1s, 首爾市鐘路區訓井洞1-2號 ,03135 首爾鐘路區勸農洞 104-1 ,,,,,,,"地鐵5號線 鐘路3街站 7號出口,  383m","宗廟,鐘路散步路,西巡邏街,宗廟石墻路,世界文化遺?,石墻路,??廳,工藝工作室,散步路",
2174,zh-CN,岩寺洞先史住居址（암사동 선사주거지）,https://chinese.visitseoul.net/attractions/岩寺洞先史住居址（암사동-선사주거지）/CNP002174?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002174,134-050 首?市江??岩寺洞 139-2,05239 首?市江???林匹克路875 ,-9865,,http://sunsa.gangdong.go.kr/site/eng/content/Introduction_culture,09:30 ~ 18:00  3 月~ 10月，周二到周日09:30 ?18:00 ?晨免??放  10月~次年3月 06:00~09:00  4月~9月 05:30~09:00,星期二 星期三 星期四 星期五 星期六 星期天,"每周一（如遇周一?公休日，?第二天??）,1月1日","地?8??  岩寺?史公?站  3?出口,  773m","古迹探?,?史,岩寺洞先史住居址（암사동 선사주거지）",
22908,zh-CN,崇??(南大?),https://chinese.visitseoul.net/attractions/崇??南大?/CNP022888?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP022888,100-094 首?中?南大?路4街 29 ,04528 首?中?世宗大路40(崇??(南大?)) ,-9246,,,09:00-18:00,周二至日,周一,"地? 1/4??/京?中央?/机??路  首?站  4?出口,  258m 地? 4??  ??站  5?出口,  403m","??旅行,首??史?迹,??站,首?景点,光化?,?史?迹,????第一?,木造建筑,首?四大?,南大?,崇??,首?旅行,首??光,??文化??",
22889,zh-TW,崇禮門(南大門),https://tchinese.visitseoul.net/attractions/南大門/TCP022888?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP022888,100-094 首爾市中區南大門路4街29 ,04528 首爾市中區世宗大路40 ,-9246,,,週二-週日 09:00-18:00 ,週二至日,週一,"地鐵1/4號線/京義中央線/機場鐵路 首爾站  4號出口,  258m 地鐵4號線  會賢站  5號出口 ,  403m","崇禮門,木造建築,韓國國寶第一號,會賢站,韓國文化遺?,光化門,首爾觀光,首爾旅行,韓國旅行,南大門,首爾歷史遺跡,歷史遺跡,首爾四大門,首爾景點",
50934,zh-CN,平?高女士家冷面,https://chinese.visitseoul.net/attractions/Pyeongtaek-GoyeosaJip/CNPs9xa69?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPs9xa69, 首?特?市西大??延禧路81-9 ,03708 首?特?市西大??延禧路81-9 ,-7773,,,11:00~20:00 (休息?? 16:00~17:00，点餐截止?? 19:30) ,周二~周日 ,周一 ,地?2??/京?中央?/机??道弘大入口站3?出口，1km,"平?,平壤冷面,肉?,延禧洞,冷面,老字?美食店,新村",
2041,zh-TW,年?博物館,https://tchinese.visitseoul.net/attractions/年?博物館/TCP002037?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP002037,110-360 首爾市鍾路區臥龍洞 164-2,110-360 首爾市鍾路區敦化門路71 ,-6108,,http://www.tkmuseum.or.kr,10:00~18:00(最後入場17:30),週一~週六,週日、春節、中秋,"地鐵1/3/5號線  鐘路3街站  7號出口,  286m","韓食,傳統,年?,鍾路3街,年?博物館,體驗,文化,博物館,鍾路區,紀念館",
2037,zh-CN,年?博物?,https://chinese.visitseoul.net/attractions/리탐빌/CNP002037?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002037,110-360 首??路???洞 164-2,110-360 首?市?路?敦化?路71 ,-6108,,http://www.tkmuseum.or.kr,10:00 ~ 17:00  10:00~17:00,???? : 周一~周六 ,"周日,春??中秋??天休息","地?1/3/5??  ?路3街站  7?出口,  286m","??,活?,博物?,年?博物?,??文化,文化,年?,美食",
6924,zh-CN,?熙大?中央博物?,https://chinese.visitseoul.net/attractions/?熙大?中央博物?/CNP006924?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006924,130-050 首?市?大??回基洞1  ,130-050 首?市?大???熙大路26 ,-1022,,http://museum.khu.ac.kr/,10:00~17:00,周一~周五,周末&法定公休日&校?日休息,地?1??  回基站  1?出口，1100m,"中央???,?熙大?,博物?,展?,?物,?熙大?中央博物?,文化,?史",
6961,zh-CN,?熙大?自然史博物?,https://chinese.visitseoul.net/attractions/?熙大?自然史博物?/CNP006957?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006957,130-050 首?市?大??回基洞 1-5?熙大??熙大?自然史博物?,130-050 首?市?大???熙大路26 ,+82-2-961-0142~3,,https://nhm.khu.ac.kr/nhm_kor/user/main/view.do,10:00 ~ 17:00 ,周一~周五 ,周六、周日、公休日 建校?念日(5/18),地?1??  外??大?站  1?出口，1.1km 地?1??  回基站  1?出口，1.2km,"?熙大?,博物?,?熙大?自然史博物?,?熙大博物?,?史",
6887,zh-CN,?熙大?????史博物?,https://chinese.visitseoul.net/attractions/?熙大?????史博物?/CNP006886?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006886,130-050 首?市?大??回基洞 1,130-050 首?特?市?大??回基洞1? ,-4074,,,工作日AM 10:00 ~ PM 04:00（周六、周日、公休日??）,周一~周五,周末及公休日休息,"地?1??  回基站  1?出口,  1200m","?熙大?????史博物?,博物?,平和殿堂,?史,展?,外??大?",
51229,zh-CN,?熙大?首?校?,https://chinese.visitseoul.net/attractions/KyungHeeUniversity/CNPoty0zx?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPoty0zx, 首?特?市?大???熙大路26 ,02447 首?特?市?大???熙大路26 ,-995,,https://www.khu.ac.kr/kor/user/main/view.do,,,,地?1??/京春/京?中央?回基站1?出口，786m,"回基站,首?校?,哥特式建筑?格,?熙??,?熙大?,和平殿堂",
49390,ja,ロッテワ?ルドタワ? 物品保管箱,https://japanese.visitseoul.net/attractions/LuggageStorage26/JPPtdi6q6?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPtdi6q6, ソウル市ソンパ(松坡)?オリンピックロ300 ,05551 ソウル市ソンパ(松坡)?オリンピックロ300 ,,,,,,,,ロッテワ?ルドタワ? 物品保管箱,
11893,ja,?立??博物館,https://japanese.visitseoul.net/attractions/Gugak-Museum-JP/JPP011893?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP011893,137-718 ソウル市瑞草?瑞草洞 740-4 ?立??院,137-718 ソウル市ソチョ(瑞草)?ナンブスンファンロ2364 (瑞草洞)?立??院,-3630,,https://www.gugak.go.kr/site/homepage/menu/viewMenu?menuid=001013003002,10:00?18:00(入場締切 17:30),,月曜日、1月1日,"地下?3?線?ナンブタ?ミナル?? 5番出口,  1.2km ","瑞草洞,ナンブタ?ミナル?,??,?立??院,ネバン?,??器,韓??統音?,?立??博物館",
1173,zh-CN,?熙?,https://chinese.visitseoul.net/attractions/?熙?/CNP001159?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001159,110-062 首?市?路?新??路45 ,03177 首?市?路?新??路45 ,-918,,https://museum.seoul.go.kr/www/intro/annexIntro/annex_20/annex_20_01.jsp?sso=ok,"09:00 ~ 18:00  博物? (3~10月) 平日 09:00 ~ 18:00 周六,公休日 09:00 ~ 17:00 (11~2)月 平日 09:00 ~ 17:00 周六,公休日 09:00 ~ 17:00  ?熙? : 平日,公休日 09:00 ~ 18:00",周二~周日,每周一及1月1日,"地?5??  西大?站  4?出口,  639m  地?5??  光化?站 1?出口,  875m","首?景点,?熙?,?路散步,?路??地点,?熙?散步路,古?行程,首?古?,首??史博物?,首?散步,首?5大?殿,??古?,古???,?路散步路,散步好去?",?疾人?用停??
23818,zh-CN,延世大?史汀生?,https://chinese.visitseoul.net/attractions/延世大?史汀生?/CNP002435?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002435,120-140 首?市西大??新村洞 134,03722 首?市西大??延世路50 (新村洞) ,1599-1885,,,周一~周六 上午 9:00~5:00 *延世大??放日 *根据?校活??放日期可能??,,,"地?2??  新村站  2?出口,  1200m","阿彭策??,新村校?,史汀生?,新村站,弘大,?迹,延世大?",
22207,zh-TW,延世大學史汀生館&元杜尤館&阿彭策爾館,https://tchinese.visitseoul.net/attractions/延世大學史汀生館元杜尤館阿彭策爾館/TCP002435?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP002435,120-140 首爾市西大門區新村洞 134,03722 首爾市西大門區延世路50 (新村洞) ,1599-1885,,,週一~週六 09:00~17:00 *延世大學開放日 *根據學校活動開放日期可能變動,,,"地鐵2號線  新村站  2號出口,  1200m","延世大學新村校區,新村,延世路,史汀生館,首爾賞櫻景點,延世大學,弘大,元杜尤館,延禧專門學校,阿彭策爾館,歷史,遺址",
